organisation_number,primary_sdg,primary_sdg_title,secondary_sdgs,focus_summary,sdg_confidence,overseas_engagement,engagement_confidence,tag_model
291848,4,Quality Education,16,Makes grants for Orthodox Jewish religious education.,high,funds_partners_abroad,medium,claude-haiku-4-5
291878,3,Good Health and Well-being,1,"Provides blood bank and hematological services in Karachi, Pakistan.",high,operates_directly_abroad,high,claude-haiku-4-5
291881,3,Good Health and Well-being,4,Trains healthcare workers and treats disabled people in developing countries.,high,operates_directly_abroad,high,claude-haiku-4-5
291922,16,"Peace, Justice and Strong Institutions",1; 4,Advances Islamic Shia religion and supports community education.,low,uk_fundraising_only,high,claude-haiku-4-5
291988,1,No Poverty,4; 16,"Supports education and religion in Tanzania, particularly Diocese of Masasi.",medium,funds_partners_abroad,high,claude-haiku-4-5
292010,4,Quality Education,,Supports Jewish education and learning through Yeshivat Shefa.,high,funds_partners_abroad,medium,claude-haiku-4-5
292011,3,Good Health and Well-being,16,Promotes physical and spiritual health through Sahaja Yoga meditation.,medium,operates_directly_abroad,medium,claude-haiku-4-5
292058,3,Good Health and Well-being,4,Provides specialized healthcare and supports health organizations.,high,uk_fundraising_only,high,claude-haiku-4-5
292074,4,Quality Education,1,Educates UK public about Cambodia and supports UK-based Cambodians.,high,uk_fundraising_only,high,claude-haiku-4-5
292085,3,Good Health and Well-being,1; 13,Provides health relief and disaster assistance in Sri Lanka and Asia.,high,operates_directly_abroad,high,claude-haiku-4-5
292099,15,Life on Land,4,Educates public on wildlife conservation in South America.,high,operates_directly_abroad,high,claude-haiku-4-5
292105,16,"Peace, Justice and Strong Institutions",4,Supports Franciscan monastery and Christian spiritual education.,medium,funds_partners_abroad,high,claude-haiku-4-5
292182,4,Quality Education,,Advances music education through examinations and teacher development.,high,operates_directly_abroad,high,claude-haiku-4-5
292191,1,No Poverty,3; 4,Supports development and welfare for Brong-Ahafo community in Ghana.,high,operates_directly_abroad,high,claude-haiku-4-5
292199,1,No Poverty,2; 3,Provides hunger and poverty relief and health preservation in Africa.,high,operates_directly_abroad,high,claude-haiku-4-5
292231,4,Quality Education,5,Develops Polish youth outside Poland through scouting methods.,high,operates_directly_abroad,high,claude-haiku-4-5
292272,1,No Poverty,4; 5,Provides poverty relief and supports opportunities for Arab women.,high,funds_partners_abroad,medium,claude-haiku-4-5
292372,4,Quality Education,1,Supports Christian missionaries and funds education for orphans in Zambia.,medium,operates_directly_abroad,high,claude-haiku-4-5
292396,4,Quality Education,,Raises funds for Mosdos Sanz education institutions in Israel.,high,funds_partners_abroad,high,claude-haiku-4-5
292403,5,Gender Equality,3,African women-led organisation tackling violence and discrimination against women.,high,operates_directly_abroad,high,claude-haiku-4-5
292436,16,"Peace, Justice and Strong Institutions",1,Christian trust making grants for religious and charitable purposes in UK and elsewhere.,low,uk_fundraising_only,low,claude-haiku-4-5
292491,4,Quality Education,,Supports Jewish education and religious purposes through grants and loans.,low,uk_fundraising_only,high,claude-haiku-4-5
292506,1,No Poverty,3,Global charity working in 87 countries on humanitarian and development programmes.,high,operates_directly_abroad,high,claude-haiku-4-5
292545,16,"Peace, Justice and Strong Institutions",1,Supports Christian Church and community welfare work in Kosovo.,medium,funds_partners_abroad,medium,claude-haiku-4-5
292589,4,Quality Education,,Advances public education and research into Polish WWII history.,high,uk_fundraising_only,high,claude-haiku-4-5
292715,1,No Poverty,,Trust fund distributing to charitable purposes as determined by trustees.,low,uk_fundraising_only,low,claude-haiku-4-5
292786,4,Quality Education,9,Professional society advancing knowledge and education in computing science worldwide.,high,uk_fundraising_only,high,claude-haiku-4-5
292835,1,No Poverty,,Grant-making trust supporting Quaker and UK registered charities.,low,uk_fundraising_only,low,claude-haiku-4-5
292886,4,Quality Education,,"Provides education, training and funds for young Jewish people.",medium,uk_fundraising_only,low,claude-haiku-4-5
292896,3,Good Health and Well-being,1,Provides humanitarian and medical assistance to Kurdish areas and refugees.,medium,funds_partners_abroad,medium,claude-haiku-4-5
292931,4,Quality Education,,Promotes academic study of utilitarianism and supports philosophical research.,high,uk_fundraising_only,high,claude-haiku-4-5
292955,4,Quality Education,5,Raises funds for Orot Israel College for Women in Israel.,high,funds_partners_abroad,high,claude-haiku-4-5
292992,16,"Peace, Justice and Strong Institutions",1,Advances Orthodox Jewish religion and provides poverty relief.,low,uk_fundraising_only,high,claude-haiku-4-5
292999,9,"Industry, Innovation and Infrastructure",4,Promotes vacuum science and technology education through international conferences.,high,uk_fundraising_only,high,claude-haiku-4-5
293007,1,No Poverty,4,"Relieves poverty and advances education and Hindu religion in India, Sri Lanka, UK.",medium,funds_partners_abroad,medium,claude-haiku-4-5
293148,4,Quality Education,,Promotes archaeological research and education focused on Aphrodisias in Turkey.,high,uk_fundraising_only,medium,claude-haiku-4-5
293281,1,No Poverty,,Trust making charitable donations worldwide at trustees' discretion.,low,uk_fundraising_only,low,claude-haiku-4-5
293357,13,Climate Action,1; 8,Promotes sustainable living and climate action in Kenya and worldwide.,medium,operates_directly_abroad,high,claude-haiku-4-5
293358,3,Good Health and Well-being,,Trains and provides hearing dogs to support deaf and disabled people.,high,uk_fundraising_only,high,claude-haiku-4-5
293382,1,No Poverty,16,Christian poverty relief and community development work in Cambodia.,medium,operates_directly_abroad,high,claude-haiku-4-5
293383,4,Quality Education,,Educates public in music through concerts and provides musical instrument training.,high,uk_fundraising_only,high,claude-haiku-4-5
293441,1,No Poverty,3; 4,"Christian development charity providing poverty relief, medical care and education in North India.",high,operates_directly_abroad,high,claude-haiku-4-5
293459,1,No Poverty,,"Grant-making trust supporting health, education and religious charitable purposes.",low,uk_fundraising_only,low,claude-haiku-4-5
293477,1,No Poverty,4,"Advances educational, religious and relief projects in Tel Aviv, Israel.",medium,funds_partners_abroad,high,claude-haiku-4-5
293504,4,Quality Education,,Advances public education and historical research about the Roman Army.,high,uk_fundraising_only,high,claude-haiku-4-5
293567,1,No Poverty,4; 11,"Sponsors children and families in Southern India with housing, education and relief.",high,operates_directly_abroad,high,claude-haiku-4-5
293575,3,Good Health and Well-being,4,Advances education and research in anaesthesia for improved patient care.,high,uk_fundraising_only,high,claude-haiku-4-5
293627,1,No Poverty,4,Hindu community organisation providing education and poverty relief in UK and Indian subcontinent.,medium,funds_partners_abroad,low,claude-haiku-4-5
293664,4,Quality Education,1,Charitable trust supporting children's education and welfare.,medium,uk_fundraising_only,high,claude-haiku-4-5
293686,16,"Peace, Justice and Strong Institutions",1,Advances Orthodox Jewish religion and provides poverty relief.,low,uk_fundraising_only,high,claude-haiku-4-5
293716,16,"Peace, Justice and Strong Institutions",1,Trust supporting religious advancement and poverty relief.,low,uk_fundraising_only,low,claude-haiku-4-5
293720,4,Quality Education,,Provides subsidised mountaineering courses and outdoor training for young people.,high,uk_fundraising_only,high,claude-haiku-4-5
293734,1,No Poverty,9,Uses engineering expertise for poverty relief and development in low-income countries.,medium,operates_directly_abroad,medium,claude-haiku-4-5
293754,3,Good Health and Well-being,4,Professional body advancing education in clinical perfusion science.,high,uk_fundraising_only,high,claude-haiku-4-5
293759,4,Quality Education,,Advances education about Europe among teachers and pupils.,high,uk_fundraising_only,high,claude-haiku-4-5
293776,16,"Peace, Justice and Strong Institutions",17,Supports Quaker advocacy for peace and human rights in Europe and worldwide.,medium,funds_partners_abroad,high,claude-haiku-4-5
293851,4,Quality Education,9,Promotes knowledge and education in physics science.,high,uk_fundraising_only,high,claude-haiku-4-5
293855,1,No Poverty,16,UK churches united to relieve poverty overseas.,medium,uk_fundraising_only,medium,claude-haiku-4-5
293957,1,No Poverty,4,"Supports Christian communities and development work, particularly overseas disaster relief.",medium,funds_partners_abroad,medium,claude-haiku-4-5
293961,1,No Poverty,6,"Sends humanitarian relief to Africa including wells, mosquito nets and orphan support.",medium,operates_directly_abroad,high,claude-haiku-4-5
294129,16,"Peace, Justice and Strong Institutions",4,Promotes Protestant Evangelical faith and produces Christian literature and resources worldwide.,medium,operates_directly_abroad,medium,claude-haiku-4-5
294149,1,No Poverty,4; 11,"Supports poverty relief, health, education and public works in Leon, Nicaragua.",high,operates_directly_abroad,high,claude-haiku-4-5
294169,4,Quality Education,,Raises funds for Falcon College educational institution.,high,funds_partners_abroad,high,claude-haiku-4-5
294195,1,No Poverty,16,Provides poverty relief and supports Jewish religion in Israel.,high,funds_partners_abroad,high,claude-haiku-4-5
294232,16,"Peace, Justice and Strong Institutions",,Charitable trust supporting Christian religious advancement.,low,uk_fundraising_only,low,claude-haiku-4-5
294263,2,Zero Hunger,1; 3,"Provides humanitarian aid including food, shelter, medical care and education worldwide.",high,operates_directly_abroad,high,claude-haiku-4-5
294328,1,No Poverty,,Assists East African repatriates to the UK in poverty relief.,high,uk_fundraising_only,high,claude-haiku-4-5
294344,15,Life on Land,,Conserves and restores woodlands and wildlife in the United Kingdom.,high,uk_fundraising_only,high,claude-haiku-4-5
294397,4,Quality Education,16,Funds Christian theological education and training in developing countries.,high,funds_partners_abroad,high,claude-haiku-4-5
294436,3,Good Health and Well-being,1; 4,"Provides health services, meals and education to poor people in third world countries.",high,operates_directly_abroad,high,claude-haiku-4-5
294543,16,"Peace, Justice and Strong Institutions",,Christian Science branch church providing religious services and healing teachings.,low,uk_fundraising_only,high,claude-haiku-4-5
294563,4,Quality Education,,Educates the public about Israeli life and the kibbutz movement.,high,uk_fundraising_only,high,claude-haiku-4-5
294584,1,No Poverty,,General charitable trust supporting institutions worldwide at trustees' discretion.,low,uk_fundraising_only,low,claude-haiku-4-5
294602,16,"Peace, Justice and Strong Institutions",1,Supports Christian religious work and provides poverty relief in UK and overseas.,medium,funds_partners_abroad,medium,claude-haiku-4-5
